# Reference library (divisor): control
# Comparison library (numerator): salt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1 raw countings	apigennin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020059.1	Protein Homology	CDS	7788	8153	.	+	0	ID=cds-WP_015338176.1;Parent=gene-RTCIAT899_RS00055;Dbxref=GenBank:WP_015338176.1;Name=WP_015338176.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127457.1;locus_tag=RTCIAT899_RS00055;product=helix-turn-helix domain-containing protein;protein_id=WP_015338176.1;transl_table=11	0	4.0	3.5	8.5	2.0	0	1.94040250273632	-0.537475414592441	1.15992566242297	-0.46337056934296	0.64309877042132	0.905730264136523
sense	NC_020059.1	Protein Homology	CDS	8414	10849	.	+	0	ID=cds-WP_015338177.1;Parent=gene-RTCIAT899_RS00060;Dbxref=GenBank:WP_015338177.1;Name=WP_015338177.1;Ontology_term=GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0005694;gbkey=CDS;gene=gyrB;go_component=chromosome|0005694||IEA;go_function=DNA binding|0003677||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA;go_process=DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423418.1;locus_tag=RTCIAT899_RS00060;product=DNA topoisomerase (ATP-hydrolyzing) subunit B;protein_id=WP_015338177.1;transl_table=11	2.0	35.5	4.2	32.33333333333333	1.0454545454545454	1.0	7.01919132441039	-1.24093041617253	1.0397465302535	-1.19349320249232	0.232676272747678	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	10914	11513	.	-	0	ID=cds-WP_015338178.1;Parent=gene-RTCIAT899_RS00065;Dbxref=GenBank:WP_015338178.1;Name=WP_015338178.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127466.1;locus_tag=RTCIAT899_RS00065;product=nitroreductase family protein;protein_id=WP_015338178.1;transl_table=11	0	13.0	1.0	7.0	0	2.0	3.17173260568987	0.453440169722626	1.16485780879568	0.389266540773269	0.697078984820219	0.912097229333043
sense	NC_020059.1	Protein Homology	CDS	11593	11883	.	-	0	ID=cds-WP_015338179.1;Parent=gene-RTCIAT899_RS00070;Dbxref=GenBank:WP_015338179.1;Name=WP_015338179.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338179.1;locus_tag=RTCIAT899_RS00070;product=DUF2218 domain-containing protein;protein_id=WP_015338179.1;transl_table=11	1.3333333333333333	5.0	0	9.0	0.25	0	1.16573172694527	-0.509239473154083	1.03663260719972	-0.491243927325132	0.623253933517894	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	12045	12998	.	+	0	ID=cds-WP_015338180.1;Parent=gene-RTCIAT899_RS00075;Dbxref=GenBank:WP_015338180.1;Name=WP_015338180.1;Ontology_term=GO:0004364,GO:0016491;gbkey=CDS;go_function=glutathione transferase activity|0004364||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004675171.1;locus_tag=RTCIAT899_RS00075;product=glutathione S-transferase family protein;protein_id=WP_015338180.1;transl_table=11	0.125	28.0	3.0	44.0	1.0	3.0	8.23400354735571	-0.317561177937136	1.16484929028251	-0.27261996945555	0.785145359806511	0.9286690374246
sense	NC_020059.1	Protein Homology	CDS	13075	14493	.	+	0	ID=cds-WP_015338181.1;Parent=gene-RTCIAT899_RS00080;Dbxref=GenBank:WP_015338181.1;Name=WP_015338181.1;Ontology_term=GO:0019752,GO:0016830,GO:0030170;gbkey=CDS;go_function=carbon-carbon lyase activity|0016830||IEA,pyridoxal phosphate binding|0030170||IEA;go_process=carboxylic acid metabolic process|0019752||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338181.1;locus_tag=RTCIAT899_RS00080;product=pyridoxal phosphate-dependent decarboxylase family protein;protein_id=WP_015338181.1;transl_table=11	0.0625	6.0	2.5	22.0	2.0	1.0	3.49810484128282	-0.543250031678484	1.12525775374815	-0.482778305565064	0.629253156268631	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	14626	15468	.	+	0	ID=cds-WP_015338182.1;Parent=gene-RTCIAT899_RS00085;Dbxref=GenBank:WP_015338182.1;Name=WP_015338182.1;Ontology_term=GO:0003824,GO:0016787;gbkey=CDS;go_function=catalytic activity|0003824||IEA,hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127478.1;locus_tag=RTCIAT899_RS00085;product=fumarylacetoacetate hydrolase family protein;protein_id=WP_015338182.1;transl_table=11	2.333333333333333	5.0	3.0	4.0	1.0	0	1.62684244200519	-0.477170163641591	1.16238224000503	-0.410510542246006	0.68143147168789	0.912097229333043
sense	NC_020059.1	Protein Homology	CDS	15755	17032	.	+	0	ID=cds-WP_015338183.1;Parent=gene-RTCIAT899_RS00090;Dbxref=GenBank:WP_015338183.1;Name=WP_015338183.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003536442.1;locus_tag=RTCIAT899_RS00090;product=polyhydroxyalkanoate depolymerase;protein_id=WP_015338183.1;transl_table=11	6.0	25.0	13.045454545454545	43.0	2.0	2.0	9.70222566776652	-1.40622275030145	0.863103237351886	-1.62926367257749	0.103257212945283	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	17352	17789	.	+	0	ID=cds-WP_015338184.1;Parent=gene-RTCIAT899_RS00095;Dbxref=GenBank:WP_015338184.1;Name=WP_015338184.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544108.1;locus_tag=RTCIAT899_RS00095;product=DUF2852 domain-containing protein;protein_id=WP_015338184.1;transl_table=11	0	9.333333333333334	1.0	10.5	0	1.0	2.31991549753975	-0.242672675923839	1.15461732682132	-0.210175848124436	0.833530428965426	0.942142862867039
sense	NC_020059.1	Protein Homology	CDS	17879	18640	.	+	0	ID=cds-WP_015338185.1;Parent=gene-RTCIAT899_RS00100;Dbxref=GenBank:WP_015338185.1;Name=WP_015338185.1;Ontology_term=GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;gbkey=CDS;go_function=peptidase activity|0008233||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544112.1;locus_tag=RTCIAT899_RS00100;product=M48 family metallopeptidase;protein_id=WP_015338185.1;transl_table=11	1.0	11.0	4.0	17.5	2.0	0	3.34137195523152	-1.04817084729908	1.12335248469089	-0.933073867360077	0.350781830748983	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	18740	19171	.	-	0	ID=cds-WP_015338186.1;Parent=gene-RTCIAT899_RS00105;Dbxref=GenBank:WP_015338186.1;Name=WP_015338186.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338186.1;locus_tag=RTCIAT899_RS00105;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_015338186.1;transl_table=11	4.4	5.0	5.200000000000001	6.4	2.8000000000000007	3.4000000000000004	4.95199680740477	0.858523015117219	0.952417029361947	0.901415019523927	0.367367698593336	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	19261	20076	.	+	0	ID=cds-WP_015338187.1;Parent=gene-RTCIAT899_RS00110;Dbxref=GenBank:WP_015338187.1;Name=WP_015338187.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007694446.1;locus_tag=RTCIAT899_RS00110;product=oxidoreductase;protein_id=WP_015338187.1;transl_table=11	2.0	18.058823529411764	1.0	27.2	0	1.0	4.49913020266845	-1.12007530543912	1.12790218038936	-0.993060679297972	0.320680384584992	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	20148	21149	.	+	0	ID=cds-WP_015338188.1;Parent=gene-RTCIAT899_RS00115;Dbxref=GenBank:WP_015338188.1;Name=WP_015338188.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017957677.1;locus_tag=RTCIAT899_RS00115;product=NADP-dependent oxidoreductase;protein_id=WP_015338188.1;transl_table=11	0.5	8.0	0	15.5	2.0	0	2.21533070651657	-0.418092391965392	1.12644685915022	-0.371160333547202	0.710518115528564	0.914210746716922
sense	NC_020059.1	Protein Homology	CDS	21260	21934	.	+	0	ID=cds-WP_015338189.1;Parent=gene-RTCIAT899_RS00120;Dbxref=GenBank:WP_015338189.1;Name=WP_015338189.1;Ontology_term=GO:0000162,GO:0004640;gbkey=CDS;go_function=phosphoribosylanthranilate isomerase activity|0004640||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338189.1;locus_tag=RTCIAT899_RS00120;product=phosphoribosylanthranilate isomerase;protein_id=WP_015338189.1;transl_table=11	0	1.5	1.0	6.142857142857143	0	0	0.734313055209155	-0.499776953026131	0.97874686080009	-0.51062943141149	0.60961056317123	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	21931	23145	.	+	0	ID=cds-WP_015338190.1;Parent=gene-RTCIAT899_RS00125;Dbxref=GenBank:WP_015338190.1;Name=WP_015338190.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpB;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338190.1;locus_tag=RTCIAT899_RS00125;product=tryptophan synthase subunit beta;protein_id=WP_015338190.1;transl_table=11	4.0	13.5	0	8.625	0	0	2.29497920376147	-0.662569237420193	1.15027589354536	-0.576008974141005	0.564609115800099	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	23156	23995	.	+	0	ID=cds-WP_041677136.1;Parent=gene-RTCIAT899_RS00130;Dbxref=GenBank:WP_041677136.1;Name=WP_041677136.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpA;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012559405.1;locus_tag=RTCIAT899_RS00130;product=tryptophan synthase subunit alpha;protein_id=WP_041677136.1;transl_table=11	1.2	4.0	1.1666666666666667	14.0	3.0	0	2.24671189076431	-0.313526127440519	1.16197594019726	-0.269821531233508	0.787297557452621	0.9286690374246
sense	NC_020059.1	Protein Homology	CDS	24105	25016	.	+	0	ID=cds-WP_015338192.1;Parent=gene-RTCIAT899_RS00135;Dbxref=GenBank:WP_015338192.1;Name=WP_015338192.1;Ontology_term=GO:0006633,GO:0003989,GO:0009317;gbkey=CDS;gene=accD;go_component=acetyl-CoA carboxylase complex|0009317||IEA;go_function=acetyl-CoA carboxylase activity|0003989||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423428.1;locus_tag=RTCIAT899_RS00135;product=acetyl-CoA carboxylase%2C carboxyltransferase subunit beta;protein_id=WP_015338192.1;transl_table=11	1.0	5.0	1.0	5.5	0	0.1111111111111111	1.11072888081456	-0.592754783490894	1.10117818731794	-0.538291432138358	0.590375865496511	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	25049	26401	.	+	0	ID=cds-WP_015338193.1;Parent=gene-RTCIAT899_RS00140;Dbxref=GenBank:WP_015338193.1;Name=WP_015338193.1;Ontology_term=GO:0006730,GO:0004326,GO:0005524,GO:0008841,GO:0046872;gbkey=CDS;go_function=tetrahydrofolylpolyglutamate synthase activity|0004326||IEA,ATP binding|0005524||IEA,dihydrofolate synthase activity|0008841||IEA,metal ion binding|0046872||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338193.1;locus_tag=RTCIAT899_RS00140;product=bifunctional folylpolyglutamate synthase/dihydrofolate synthase;protein_id=WP_015338193.1;transl_table=11	20.0	25.0	15.0	34.59090909090909	3.0	1.0	10.7319757183302	-1.48416698321065	0.807881270671884	-1.83711027485056	0.0661936176434743	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	26652	26972	.	-	0	ID=cds-WP_015338194.1;Parent=gene-RTCIAT899_RS00145;Dbxref=GenBank:WP_015338194.1;Name=WP_015338194.1;Ontology_term=GO:0015035;gbkey=CDS;gene=trxA;go_function=protein-disulfide reductase activity|0015035||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003589503.1;locus_tag=RTCIAT899_RS00145;product=thioredoxin;protein_id=WP_015338194.1;transl_table=11	0	1.5	0	10.0	0	0	0.858575673313606	-0.471373186095311	0.912932140225872	-0.516328832478925	0.605624762016192	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	27048	30614	.	-	0	ID=cds-WP_015338195.1;Parent=gene-RTCIAT899_RS00150;Dbxref=GenBank:WP_015338195.1;Name=WP_015338195.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addA;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338195.1;locus_tag=RTCIAT899_RS00150;product=double-strand break repair helicase AddA;protein_id=WP_015338195.1;transl_table=11	11.0	37.5	5.7	64.61111111111111	4.333333333333333	1.0	11.588228560819	-1.38122727633474	0.904685352588551	-1.52674879988128	0.126823487581258	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	30607	33798	.	-	0	ID=cds-WP_041677137.1;Parent=gene-RTCIAT899_RS00155;Dbxref=GenBank:WP_041677137.1;Name=WP_041677137.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addB;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003583275.1;locus_tag=RTCIAT899_RS00155;product=double-strand break repair protein AddB;protein_id=WP_041677137.1;transl_table=11	1.25	19.2	1.376984126984127	32.25	3.4722222222222223	1.0	5.46586295503206	-0.574234111853689	1.07463138736116	-0.534354494580478	0.593096296101127	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	33803	34534	.	-	0	ID=cds-WP_015338197.1;Parent=gene-RTCIAT899_RS00160;Dbxref=GenBank:WP_015338197.1;Name=WP_015338197.1;Ontology_term=GO:0000166,GO:0016779,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,nucleotidyltransferase activity|0016779||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003571389.1;locus_tag=RTCIAT899_RS00160;product=nucleotidyltransferase family protein;protein_id=WP_015338197.1;transl_table=11	0	19.5	0	14.0	0	0	2.62941634339429	-0.707440651557195	1.10704234234261	-0.639036669600356	0.522799077112149	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	34608	36119	.	-	0	ID=cds-WP_015338198.1;Parent=gene-RTCIAT899_RS00165;Dbxref=GenBank:WP_015338198.1;Name=WP_015338198.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127524.1;locus_tag=RTCIAT899_RS00165;product=bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase;protein_id=WP_015338198.1;transl_table=11	1.476190476190476	21.785714285714285	2.717032967032967	20.5	3.628571428571428	1.4285714285714286	5.41089683160845	-0.140122597056316	1.02976258502982	-0.136072721123634	0.891763792310904	0.960722483193289
sense	NC_020059.1	Protein Homology	CDS	36116	38695	.	-	0	ID=cds-WP_015338199.1;Parent=gene-RTCIAT899_RS00170;Dbxref=GenBank:WP_015338199.1;Name=WP_015338199.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127526.1;locus_tag=RTCIAT899_RS00170;product=PAS domain-containing sensor histidine kinase;protein_id=WP_015338199.1;transl_table=11	0.03571428571428571	31.0	2.0428571428571427	41.0	0	0	5.7178618709354	-0.810201142336765	1.03297380917516	-0.784338513852276	0.432841506295879	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	39012	40412	.	-	0	ID=cds-WP_015338200.1;Parent=gene-RTCIAT899_RS00175;Dbxref=GenBank:WP_015338200.1;Name=WP_015338200.1;Ontology_term=GO:0006730,GO:0004013;gbkey=CDS;gene=ahcY;go_function=adenosylhomocysteinase activity|0004013||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012759568.1;locus_tag=RTCIAT899_RS00175;product=adenosylhomocysteinase;protein_id=WP_015338200.1;transl_table=11	1.0	25.0	1.0	35.0	2.0	3.0	7.40522589520381	-0.138003715797005	1.05817049429864	-0.130417278255783	0.896236297265828	0.960722483193289
sense	NC_020059.1	Protein Homology	CDS	40591	40866	.	-	0	ID=cds-WP_015338201.1;Parent=gene-RTCIAT899_RS00180;Dbxref=GenBank:WP_015338201.1;Name=WP_015338201.1;Ontology_term=GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544133.1;locus_tag=RTCIAT899_RS00180;product=HPr family phosphocarrier protein;protein_id=WP_015338201.1;transl_table=11	1.0	4.0	1.537037037037037	3.0	0	0	0.972737057895751	-0.531037310050257	1.09058821562289	-0.486927423607779	0.626309764025618	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	40886	41287	.	-	0	ID=cds-WP_015338202.1;Parent=gene-RTCIAT899_RS00185;Dbxref=GenBank:WP_015338202.1;Name=WP_015338202.1;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544139.1;locus_tag=RTCIAT899_RS00185;product=PTS sugar transporter subunit IIA;protein_id=WP_015338202.1;transl_table=11	1.5	5.0	1.6428571428571428	15.0	1.0	0	2.23592346392583	-1.06199029260887	1.15807809020924	-0.917028222524254	0.359127851300507	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	41440	41892	.	-	0	ID=cds-WP_015338203.1;Parent=gene-RTCIAT899_RS00190;Dbxref=GenBank:WP_015338203.1;Name=WP_015338203.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338203.1;locus_tag=RTCIAT899_RS00190;product=HPr kinase/phosphorylase;protein_id=WP_015338203.1;transl_table=11	10.5	9.0	7.5	12.5	3.0	5.5	9.10545567797472	0.886362060348164	0.855037514268913	1.03663528857682	0.299905860764684	0.905056790956463
sense	NC_020059.1	Protein Homology	CDS	41901	43694	.	-	0	ID=cds-WP_015338204.1;Parent=gene-RTCIAT899_RS00195;Dbxref=GenBank:WP_015338204.1;Name=WP_015338204.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018494234.1;locus_tag=RTCIAT899_RS00195;product=sensor histidine kinase;protein_id=WP_015338204.1;transl_table=11	3.5384615384615383	15.5	5.5	35.5	2.0	1.5	7.14617339384164	-0.939527008922587	0.918379476617582	-1.02302700881654	0.306295075878932	0.905056790956463
