Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	15755	17032	.	+	0	ID=cds-WP_015338183.1;Parent=gene-RTCIAT899_RS00090;Dbxref=GenBank:WP_015338183.1;Name=WP_015338183.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003536442.1;locus_tag=RTCIAT899_RS00090;product=polyhydroxyalkanoate depolymerase;protein_id=WP_015338183.1;transl_table=11	0.2858152378611587	2.7627220422111	0.5719491833824929	4.950503149499282	0.09234711426216605	0.45344906499791315
sense	NC_020059.1	Protein Homology	CDS	17352	17789	.	+	0	ID=cds-WP_015338184.1;Parent=gene-RTCIAT899_RS00095;Dbxref=GenBank:WP_015338184.1;Name=WP_015338184.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544108.1;locus_tag=RTCIAT899_RS00095;product=DUF2852 domain-containing protein;protein_id=WP_015338184.1;transl_table=11	0.0	3.009474750638722	0.1279248662751354	3.527174352932508	0.0	0.6615387044147637
sense	NC_020059.1	Protein Homology	CDS	17879	18640	.	+	0	ID=cds-WP_015338185.1;Parent=gene-RTCIAT899_RS00100;Dbxref=GenBank:WP_015338185.1;Name=WP_015338185.1;Ontology_term=GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;gbkey=CDS;go_function=peptidase activity|0008233||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544112.1;locus_tag=RTCIAT899_RS00100;product=M48 family metallopeptidase;protein_id=WP_015338185.1;transl_table=11	0.07989323578008767	2.038758344850585	0.29412646419164995	3.379051545460277	0.15488138061292417	0.0
sense	NC_020059.1	Protein Homology	CDS	18740	19171	.	-	0	ID=cds-WP_015338186.1;Parent=gene-RTCIAT899_RS00105;Dbxref=GenBank:WP_015338186.1;Name=WP_015338186.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338186.1;locus_tag=RTCIAT899_RS00105;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_015338186.1;transl_table=11	0.6200602799154581	1.6346105416415675	0.6744483227505752	2.1797564255159627	0.3824709649024711	2.280470922718672
sense	NC_020059.1	Protein Homology	CDS	19261	20076	.	+	0	ID=cds-WP_015338187.1;Parent=gene-RTCIAT899_RS00110;Dbxref=GenBank:WP_015338187.1;Name=WP_015338187.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007694446.1;locus_tag=RTCIAT899_RS00110;product=oxidoreductase;protein_id=WP_015338187.1;transl_table=11	0.14921236682457548	3.1255563505575443	0.0686655532212124	4.904451957410917	0.0	0.3550906281049835
sense	NC_020059.1	Protein Homology	CDS	20148	21149	.	+	0	ID=cds-WP_015338188.1;Parent=gene-RTCIAT899_RS00115;Dbxref=GenBank:WP_015338188.1;Name=WP_015338188.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017957677.1;locus_tag=RTCIAT899_RS00115;product=NADP-dependent oxidoreductase;protein_id=WP_015338188.1;transl_table=11	0.030378565700811776	1.1275876311204107	0.0	2.27601812394818	0.11778404393916987	0.0
sense	NC_020059.1	Protein Homology	CDS	21260	21934	.	+	0	ID=cds-WP_015338189.1;Parent=gene-RTCIAT899_RS00120;Dbxref=GenBank:WP_015338189.1;Name=WP_015338189.1;Ontology_term=GO:0000162,GO:0004640;gbkey=CDS;go_function=phosphoribosylanthranilate isomerase activity|0004640||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338189.1;locus_tag=RTCIAT899_RS00120;product=phosphoribosylanthranilate isomerase;protein_id=WP_015338189.1;transl_table=11	0.0	0.31384522399518094	0.08300902433853231	1.3389932328169487	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	21931	23145	.	+	0	ID=cds-WP_015338190.1;Parent=gene-RTCIAT899_RS00125;Dbxref=GenBank:WP_015338190.1;Name=WP_015338190.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpB;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338190.1;locus_tag=RTCIAT899_RS00125;product=tryptophan synthase subunit beta;protein_id=WP_015338190.1;transl_table=11	0.2004235248211582	1.5692261199759048	0.0	1.0444666205597322	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	23156	23995	.	+	0	ID=cds-WP_041677136.1;Parent=gene-RTCIAT899_RS00130;Dbxref=GenBank:WP_041677136.1;Name=WP_041677136.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpA;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012559405.1;locus_tag=RTCIAT899_RS00130;product=tryptophan synthase subunit alpha;protein_id=WP_041677136.1;transl_table=11	0.086969493806324	0.6725254799896735	0.07782096031737405	2.4522259787054583	0.2107493071911575	0.0
sense	NC_020059.1	Protein Homology	CDS	24105	25016	.	+	0	ID=cds-WP_015338192.1;Parent=gene-RTCIAT899_RS00135;Dbxref=GenBank:WP_015338192.1;Name=WP_015338192.1;Ontology_term=GO:0006633,GO:0003989,GO:0009317;gbkey=CDS;gene=accD;go_component=acetyl-CoA carboxylase complex|0009317||IEA;go_function=acetyl-CoA carboxylase activity|0003989||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423428.1;locus_tag=RTCIAT899_RS00135;product=acetyl-CoA carboxylase%2C carboxyltransferase subunit beta;protein_id=WP_015338192.1;transl_table=11	0.0667529009478364	0.7742892039354794	0.06143760025055846	0.8873186107157908	0.0	0.03530140747242526
sense	NC_020059.1	Protein Homology	CDS	25049	26401	.	+	0	ID=cds-WP_015338193.1;Parent=gene-RTCIAT899_RS00140;Dbxref=GenBank:WP_015338193.1;Name=WP_015338193.1;Ontology_term=GO:0006730,GO:0004326,GO:0005524,GO:0008841,GO:0046872;gbkey=CDS;go_function=tetrahydrofolylpolyglutamate synthase activity|0004326||IEA,ATP binding|0005524||IEA,dihydrofolate synthase activity|0008841||IEA,metal ion binding|0046872||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338193.1;locus_tag=RTCIAT899_RS00140;product=bifunctional folylpolyglutamate synthase/dihydrofolate synthase;protein_id=WP_015338193.1;transl_table=11	0.899906070427595	2.609577804837979	0.6211872663914558	3.7616286430051478	0.13084214193686053	0.21415665375732928
sense	NC_020059.1	Protein Homology	CDS	26652	26972	.	-	0	ID=cds-WP_015338194.1;Parent=gene-RTCIAT899_RS00145;Dbxref=GenBank:WP_015338194.1;Name=WP_015338194.1;Ontology_term=GO:0015035;gbkey=CDS;gene=trxA;go_function=protein-disulfide reductase activity|0015035||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003589503.1;locus_tag=RTCIAT899_RS00145;product=thioredoxin;protein_id=WP_015338194.1;transl_table=11	0.0	0.6599549102702403	0.0	4.583599960197118	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	27048	30614	.	-	0	ID=cds-WP_015338195.1;Parent=gene-RTCIAT899_RS00150;Dbxref=GenBank:WP_015338195.1;Name=WP_015338195.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addA;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338195.1;locus_tag=RTCIAT899_RS00150;product=double-strand break repair helicase AddA;protein_id=WP_015338195.1;transl_table=11	0.18773902503748102	1.484759785511264	0.08953664736263053	2.66511430075175	0.07168745707651746	0.08123183418381455
sense	NC_020059.1	Protein Homology	CDS	30607	33798	.	-	0	ID=cds-WP_041677137.1;Parent=gene-RTCIAT899_RS00155;Dbxref=GenBank:WP_041677137.1;Name=WP_041677137.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addB;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003583275.1;locus_tag=RTCIAT899_RS00155;product=double-strand break repair protein AddB;protein_id=WP_041677137.1;transl_table=11	0.02384032176708443	0.8495058694606402	0.024171028670004292	1.4865467634069742	0.06419021296026971	0.09077504778623638
sense	NC_020059.1	Protein Homology	CDS	33803	34534	.	-	0	ID=cds-WP_015338197.1;Parent=gene-RTCIAT899_RS00160;Dbxref=GenBank:WP_015338197.1;Name=WP_015338197.1;Ontology_term=GO:0000166,GO:0016779,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,nucleotidyltransferase activity|0016779||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003571389.1;locus_tag=RTCIAT899_RS00160;product=nucleotidyltransferase family protein;protein_id=WP_015338197.1;transl_table=11	0.0	3.7622839351881323	0.0	2.814029811629214	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	34608	36119	.	-	0	ID=cds-WP_015338198.1;Parent=gene-RTCIAT899_RS00165;Dbxref=GenBank:WP_015338198.1;Name=WP_015338198.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127524.1;locus_tag=RTCIAT899_RS00165;product=bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase;protein_id=WP_015338198.1;transl_table=11	0.05943682336851948	2.0349233273497065	0.10068672128974743	1.994866371565948	0.14161461382686244	0.27376601713309384
sense	NC_020059.1	Protein Homology	CDS	36116	38695	.	-	0	ID=cds-WP_015338199.1;Parent=gene-RTCIAT899_RS00170;Dbxref=GenBank:WP_015338199.1;Name=WP_015338199.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127526.1;locus_tag=RTCIAT899_RS00170;product=PAS domain-containing sensor histidine kinase;protein_id=WP_015338199.1;transl_table=11	0.0008427276531620541	1.696953827415804	0.0443657036227953	2.338168956440088	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	39012	40412	.	-	0	ID=cds-WP_015338200.1;Parent=gene-RTCIAT899_RS00175;Dbxref=GenBank:WP_015338200.1;Name=WP_015338200.1;Ontology_term=GO:0006730,GO:0004013;gbkey=CDS;gene=ahcY;go_function=adenosylhomocysteinase activity|0004013||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012759568.1;locus_tag=RTCIAT899_RS00175;product=adenosylhomocysteinase;protein_id=WP_015338200.1;transl_table=11	0.0434537085399192	2.520170428226828	0.0399936412765948	3.675713458445012	0.08423955176805725	0.620458142470378
sense	NC_020059.1	Protein Homology	CDS	40591	40866	.	-	0	ID=cds-WP_015338201.1;Parent=gene-RTCIAT899_RS00180;Dbxref=GenBank:WP_015338201.1;Name=WP_015338201.1;Ontology_term=GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544133.1;locus_tag=RTCIAT899_RS00180;product=HPr family phosphocarrier protein;protein_id=WP_015338201.1;transl_table=11	0.22057480313198116	2.0468166782294412	0.3120357346058959	1.5992778121992117	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	40886	41287	.	-	0	ID=cds-WP_015338202.1;Parent=gene-RTCIAT899_RS00185;Dbxref=GenBank:WP_015338202.1;Name=WP_015338202.1;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544139.1;locus_tag=RTCIAT899_RS00185;product=PTS sugar transporter subunit IIA;protein_id=WP_015338202.1;transl_table=11	0.22715912561353283	1.7565964029581025	0.22898278302340336	5.490058161280876	0.14679056222269676	0.0
sense	NC_020059.1	Protein Homology	CDS	41440	41892	.	-	0	ID=cds-WP_015338203.1;Parent=gene-RTCIAT899_RS00190;Dbxref=GenBank:WP_015338203.1;Name=WP_015338203.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338203.1;locus_tag=RTCIAT899_RS00190;product=HPr kinase/phosphorylase;protein_id=WP_015338203.1;transl_table=11	1.4110944359304225	2.8059010092284393	0.9276670766309489	4.059976785936189	0.3907934173081066	3.5179839711593064
sense	NC_020059.1	Protein Homology	CDS	41901	43694	.	-	0	ID=cds-WP_015338204.1;Parent=gene-RTCIAT899_RS00195;Dbxref=GenBank:WP_015338204.1;Name=WP_015338204.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018494234.1;locus_tag=RTCIAT899_RS00195;product=sensor histidine kinase;protein_id=WP_015338204.1;transl_table=11	0.12007622419019091	1.2202176350983207	0.1717787083928658	2.91150576067036	0.06578573691585742	0.24226919108166095
sense	NC_020059.1	Protein Homology	CDS	43800	44531	.	-	0	ID=cds-WP_197923095.1;Parent=gene-RTCIAT899_RS00200;Dbxref=GenBank:WP_197923095.1;Name=WP_197923095.1;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003531999.1;locus_tag=RTCIAT899_RS00200;product=response regulator transcription factor;protein_id=WP_197923095.1;transl_table=11	0.08316754872189454	2.701126927827377	0.07654520686954824	2.814029811629214	0.0806144890895138	0.7916774659389796
sense	NC_020059.1	Protein Homology	CDS	44882	46492	.	+	0	ID=cds-WP_015338206.1;Parent=gene-RTCIAT899_RS00205;Dbxref=GenBank:WP_015338206.1;Name=WP_015338206.1;Ontology_term=GO:0006094,GO:0004612;gbkey=CDS;go_function=phosphoenolpyruvate carboxykinase (ATP) activity|0004612||IEA;go_process=gluconeogenesis|0006094||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012650659.1;locus_tag=RTCIAT899_RS00205;product=phosphoenolpyruvate carboxykinase;protein_id=WP_015338206.1;transl_table=11	0.060462962795209726	1.5955259990816462	0.09042882539672514	2.1462685474703265	0.06593274414918894	0.2158316219990067
sense	NC_020059.1	Protein Homology	CDS	46611	47045	.	+	0	ID=cds-WP_015338207.1;Parent=gene-RTCIAT899_RS00210;Dbxref=GenBank:WP_015338207.1;Name=WP_015338207.1;Ontology_term=GO:0006415,GO:0003747;gbkey=CDS;gene=arfB;go_function=translation release factor activity|0003747||IEA;go_process=translational termination|0006415||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018859433.1;locus_tag=RTCIAT899_RS00210;product=alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB;protein_id=WP_015338207.1;transl_table=11	0.3626000838947051	4.22067715028002	0.12880710673220533	3.8897377593258993	0.1356547264678715	0.0
sense	NC_020059.1	Protein Homology	CDS	47332	47940	.	+	0	ID=cds-WP_015338208.1;Parent=gene-RTCIAT899_RS00215;Dbxref=GenBank:WP_015338208.1;Name=WP_015338208.1;Ontology_term=GO:0003676,GO:0008198,GO:0016706;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,ferrous iron binding|0008198||IEA,2-oxoglutarate-dependent dioxygenase activity|0016706||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338208.1;locus_tag=RTCIAT899_RS00215;product=alpha-ketoglutarate-dependent dioxygenase AlkB family protein;protein_id=WP_015338208.1;transl_table=11	0.7997194832765425	2.7828640551296835	0.6440355336610266	3.1407820416917196	0.11304560538989293	0.9515729147246847
