Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	7788	8153	.	+	0	ID=cds-WP_015338176.1;Parent=gene-RTCIAT899_RS00055;Dbxref=GenBank:WP_015338176.1;Name=WP_015338176.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127457.1;locus_tag=RTCIAT899_RS00055;product=helix-turn-helix domain-containing protein;protein_id=WP_015338176.1;transl_table=11	0.0	11.373240249422395	4.553873330435126	24.40176862711139	2.6662770212804223	0.0
sense	NC_020059.1	Protein Homology	CDS	8414	10849	.	+	0	ID=cds-WP_015338177.1;Parent=gene-RTCIAT899_RS00060;Dbxref=GenBank:WP_015338177.1;Name=WP_015338177.1;Ontology_term=GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0005694;gbkey=CDS;gene=gyrB;go_component=chromosome|0005694||IEA;go_function=DNA binding|0003677||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA;go_process=DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423418.1;locus_tag=RTCIAT899_RS00060;product=DNA topoisomerase (ATP-hydrolyzing) subunit B;protein_id=WP_015338177.1;transl_table=11	0.4134582168293196	15.165487537022289	0.8210431718912593	13.946224762544004	0.2094036420094286	0.7677323671554153
sense	NC_020059.1	Protein Homology	CDS	10914	11513	.	-	0	ID=cds-WP_015338178.1;Parent=gene-RTCIAT899_RS00065;Dbxref=GenBank:WP_015338178.1;Name=WP_015338178.1;Ontology_term=GO:0000166,GO:0016491;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127466.1;locus_tag=RTCIAT899_RS00065;product=nitroreductase family protein;protein_id=WP_015338178.1;transl_table=11	0.0	22.547448794479898	0.7936750661615506	12.258300239737133	0.0	6.233986821301972
sense	NC_020059.1	Protein Homology	CDS	11593	11883	.	-	0	ID=cds-WP_015338179.1;Parent=gene-RTCIAT899_RS00070;Dbxref=GenBank:WP_015338179.1;Name=WP_015338179.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338179.1;locus_tag=RTCIAT899_RS00070;product=DUF2218 domain-containing protein;protein_id=WP_015338179.1;transl_table=11	2.3074094300028007	17.880609670483665	0.0	32.49623038516471	0.4191827275724376	0.0
sense	NC_020059.1	Protein Homology	CDS	12045	12998	.	+	0	ID=cds-WP_015338180.1;Parent=gene-RTCIAT899_RS00075;Dbxref=GenBank:WP_015338180.1;Name=WP_015338180.1;Ontology_term=GO:0004364,GO:0016491;gbkey=CDS;go_function=glutathione transferase activity|0004364||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004675171.1;locus_tag=RTCIAT899_RS00075;product=glutathione S-transferase family protein;protein_id=WP_015338180.1;transl_table=11	0.0659842908933584	30.543230103794734	1.4975001248331143	48.46048612295003	0.5114556550254898	5.881119642737709
sense	NC_020059.1	Protein Homology	CDS	13075	14493	.	+	0	ID=cds-WP_015338181.1;Parent=gene-RTCIAT899_RS00080;Dbxref=GenBank:WP_015338181.1;Name=WP_015338181.1;Ontology_term=GO:0019752,GO:0016830,GO:0030170;gbkey=CDS;go_function=carbon-carbon lyase activity|0016830||IEA,pyridoxal phosphate binding|0030170||IEA;go_process=carboxylic acid metabolic process|0019752||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338181.1;locus_tag=RTCIAT899_RS00080;product=pyridoxal phosphate-dependent decarboxylase family protein;protein_id=WP_015338181.1;transl_table=11	0.02218076586055811	4.400217686351582	0.8389799853716179	16.29009998636164	0.687707815213978	1.3179676154972455
sense	NC_020059.1	Protein Homology	CDS	14626	15468	.	+	0	ID=cds-WP_015338182.1;Parent=gene-RTCIAT899_RS00085;Dbxref=GenBank:WP_015338182.1;Name=WP_015338182.1;Ontology_term=GO:0003824,GO:0016787;gbkey=CDS;go_function=catalytic activity|0003824||IEA,hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127478.1;locus_tag=RTCIAT899_RS00085;product=fumarylacetoacetate hydrolase family protein;protein_id=WP_015338182.1;transl_table=11	1.3938887926796277	6.172310099775499	1.694679856572706	4.985582202231676	0.578800349815323	0.0
sense	NC_020059.1	Protein Homology	CDS	15755	17032	.	+	0	ID=cds-WP_015338183.1;Parent=gene-RTCIAT899_RS00090;Dbxref=GenBank:WP_015338183.1;Name=WP_015338183.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003536442.1;locus_tag=RTCIAT899_RS00090;product=polyhydroxyalkanoate depolymerase;protein_id=WP_015338183.1;transl_table=11	2.364282197643715	20.357032136583513	4.860963380033397	35.35257614411112	0.7635816821507313	2.926754376198109
sense	NC_020059.1	Protein Homology	CDS	17352	17789	.	+	0	ID=cds-WP_015338184.1;Parent=gene-RTCIAT899_RS00095;Dbxref=GenBank:WP_015338184.1;Name=WP_015338184.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544108.1;locus_tag=RTCIAT899_RS00095;product=DUF2852 domain-containing protein;protein_id=WP_015338184.1;transl_table=11	0.0	22.17522185617974	1.0872261180295213	25.188288163843424	0.0	4.269853987193131
sense	NC_020059.1	Protein Homology	CDS	17879	18640	.	+	0	ID=cds-WP_015338185.1;Parent=gene-RTCIAT899_RS00100;Dbxref=GenBank:WP_015338185.1;Name=WP_015338185.1;Ontology_term=GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;gbkey=CDS;go_function=peptidase activity|0008233||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544112.1;locus_tag=RTCIAT899_RS00100;product=M48 family metallopeptidase;protein_id=WP_015338185.1;transl_table=11	0.6608820316248181	15.022527967248873	2.4997639879103954	24.130512282947112	1.2806527425047698	0.0
sense	NC_020059.1	Protein Homology	CDS	18740	19171	.	-	0	ID=cds-WP_015338186.1;Parent=gene-RTCIAT899_RS00105;Dbxref=GenBank:WP_015338186.1;Name=WP_015338186.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338186.1;locus_tag=RTCIAT899_RS00105;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_015338186.1;transl_table=11	5.12917887877706	12.04457734747858	5.732097700055644	15.566095542523344	3.1625008002409465	14.719135550296324
sense	NC_020059.1	Protein Homology	CDS	19261	20076	.	+	0	ID=cds-WP_015338187.1;Parent=gene-RTCIAT899_RS00110;Dbxref=GenBank:WP_015338187.1;Name=WP_015338187.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007694446.1;locus_tag=RTCIAT899_RS00110;product=oxidoreductase;protein_id=WP_015338187.1;transl_table=11	1.23429438259341	23.03056554400229	0.5835846074717284	35.023714970677524	0.0	2.2919069195963133
sense	NC_020059.1	Protein Homology	CDS	20148	21149	.	+	0	ID=cds-WP_015338188.1;Parent=gene-RTCIAT899_RS00115;Dbxref=GenBank:WP_015338188.1;Name=WP_015338188.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017957677.1;locus_tag=RTCIAT899_RS00115;product=NADP-dependent oxidoreductase;protein_id=WP_015338188.1;transl_table=11	0.251293467114826	8.308594673230733	0.0	16.253520420524	0.97390957064734	0.0
sense	NC_020059.1	Protein Homology	CDS	21260	21934	.	+	0	ID=cds-WP_015338189.1;Parent=gene-RTCIAT899_RS00120;Dbxref=GenBank:WP_015338189.1;Name=WP_015338189.1;Ontology_term=GO:0000162,GO:0004640;gbkey=CDS;go_function=phosphoribosylanthranilate isomerase activity|0004640||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338189.1;locus_tag=RTCIAT899_RS00120;product=phosphoribosylanthranilate isomerase;protein_id=WP_015338189.1;transl_table=11	0.0	2.3125588507158867	0.705488947699156	9.562030118978626	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	21931	23145	.	+	0	ID=cds-WP_015338190.1;Parent=gene-RTCIAT899_RS00125;Dbxref=GenBank:WP_015338190.1;Name=WP_015338190.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpB;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338190.1;locus_tag=RTCIAT899_RS00125;product=tryptophan synthase subunit beta;protein_id=WP_015338190.1;transl_table=11	1.6579164052612718	11.562794253579435	0.0	7.458754114125768	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	23156	23995	.	+	0	ID=cds-WP_041677136.1;Parent=gene-RTCIAT899_RS00130;Dbxref=GenBank:WP_041677136.1;Name=WP_041677136.1;Ontology_term=GO:0000162,GO:0004834;gbkey=CDS;gene=trpA;go_function=tryptophan synthase activity|0004834||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012559405.1;locus_tag=RTCIAT899_RS00130;product=tryptophan synthase subunit alpha;protein_id=WP_041677136.1;transl_table=11	0.7194172972830162	4.955483251534044	0.6613958884679589	17.511857485338762	1.742602481765419	0.0
sense	NC_020059.1	Protein Homology	CDS	24105	25016	.	+	0	ID=cds-WP_015338192.1;Parent=gene-RTCIAT899_RS00135;Dbxref=GenBank:WP_015338192.1;Name=WP_015338192.1;Ontology_term=GO:0006633,GO:0003989,GO:0009317;gbkey=CDS;gene=accD;go_component=acetyl-CoA carboxylase complex|0009317||IEA;go_function=acetyl-CoA carboxylase activity|0003989||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423428.1;locus_tag=RTCIAT899_RS00135;product=acetyl-CoA carboxylase%2C carboxyltransferase subunit beta;protein_id=WP_015338192.1;transl_table=11	0.5521843290549466	5.7053261119635374	0.5221546487904938	6.336527379563368	0.0	0.22785039551542294
sense	NC_020059.1	Protein Homology	CDS	25049	26401	.	+	0	ID=cds-WP_015338193.1;Parent=gene-RTCIAT899_RS00140;Dbxref=GenBank:WP_015338193.1;Name=WP_015338193.1;Ontology_term=GO:0006730,GO:0004326,GO:0005524,GO:0008841,GO:0046872;gbkey=CDS;go_function=tetrahydrofolylpolyglutamate synthase activity|0004326||IEA,ATP binding|0005524||IEA,dihydrofolate synthase activity|0008841||IEA,metal ion binding|0046872||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338193.1;locus_tag=RTCIAT899_RS00140;product=bifunctional folylpolyglutamate synthase/dihydrofolate synthase;protein_id=WP_015338193.1;transl_table=11	7.444081420519013	19.2285935480811	5.2794350298994495	26.86257517908244	1.0818818068610139	1.382258718692233
sense	NC_020059.1	Protein Homology	CDS	26652	26972	.	-	0	ID=cds-WP_015338194.1;Parent=gene-RTCIAT899_RS00145;Dbxref=GenBank:WP_015338194.1;Name=WP_015338194.1;Ontology_term=GO:0015035;gbkey=CDS;gene=trxA;go_function=protein-disulfide reductase activity|0015035||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003589503.1;locus_tag=RTCIAT899_RS00145;product=thioredoxin;protein_id=WP_015338194.1;transl_table=11	0.0	4.862857396365182	0.0	32.73244389782946	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	27048	30614	.	-	0	ID=cds-WP_015338195.1;Parent=gene-RTCIAT899_RS00150;Dbxref=GenBank:WP_015338195.1;Name=WP_015338195.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addA;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338195.1;locus_tag=RTCIAT899_RS00150;product=double-strand break repair helicase AddA;protein_id=WP_015338195.1;transl_table=11	1.5529893997979323	10.940406673908212	0.7609668422406792	19.032137422155856	0.5927551662112068	0.5243050312280885
sense	NC_020059.1	Protein Homology	CDS	30607	33798	.	-	0	ID=cds-WP_041677137.1;Parent=gene-RTCIAT899_RS00155;Dbxref=GenBank:WP_041677137.1;Name=WP_041677137.1;Ontology_term=GO:0000724;gbkey=CDS;gene=addB;go_process=double-strand break repair via homologous recombination|0000724||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003583275.1;locus_tag=RTCIAT899_RS00155;product=double-strand break repair protein AddB;protein_id=WP_041677137.1;transl_table=11	0.1972086889481952	6.2595577914114235	0.20542818949013758	10.615740674852914	0.5307634264636388	0.585901017039659
sense	NC_020059.1	Protein Homology	CDS	33803	34534	.	-	0	ID=cds-WP_015338197.1;Parent=gene-RTCIAT899_RS00160;Dbxref=GenBank:WP_015338197.1;Name=WP_015338197.1;Ontology_term=GO:0000166,GO:0016779,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,nucleotidyltransferase activity|0016779||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003571389.1;locus_tag=RTCIAT899_RS00160;product=nucleotidyltransferase family protein;protein_id=WP_015338197.1;transl_table=11	0.0	27.722273107967087	0.0	20.095574163503496	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	34608	36119	.	-	0	ID=cds-WP_015338198.1;Parent=gene-RTCIAT899_RS00165;Dbxref=GenBank:WP_015338198.1;Name=WP_015338198.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127524.1;locus_tag=RTCIAT899_RS00165;product=bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase;protein_id=WP_015338198.1;transl_table=11	0.4916652604888337	14.994269759105983	0.8557306824892874	14.245757081327167	1.1709551067947521	1.767003067262464
sense	NC_020059.1	Protein Homology	CDS	36116	38695	.	-	0	ID=cds-WP_015338199.1;Parent=gene-RTCIAT899_RS00170;Dbxref=GenBank:WP_015338199.1;Name=WP_015338199.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127526.1;locus_tag=RTCIAT899_RS00170;product=PAS domain-containing sensor histidine kinase;protein_id=WP_015338199.1;transl_table=11	0.006971097841889687	12.503951925382413	0.37706157628272996	16.69735248602068	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	39012	40412	.	-	0	ID=cds-WP_015338200.1;Parent=gene-RTCIAT899_RS00175;Dbxref=GenBank:WP_015338200.1;Name=WP_015338200.1;Ontology_term=GO:0006730,GO:0004013;gbkey=CDS;gene=ahcY;go_function=adenosylhomocysteinase activity|0004013||IEA;go_process=one-carbon metabolic process|0006730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012759568.1;locus_tag=RTCIAT899_RS00175;product=adenosylhomocysteinase;protein_id=WP_015338200.1;transl_table=11	0.35945189728630356	18.569798051787103	0.3399036685916705	26.249036915925338	0.6965434616621232	4.00470245479784
sense	NC_020059.1	Protein Homology	CDS	40591	40866	.	-	0	ID=cds-WP_015338201.1;Parent=gene-RTCIAT899_RS00180;Dbxref=GenBank:WP_015338201.1;Name=WP_015338201.1;Ontology_term=GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544133.1;locus_tag=RTCIAT899_RS00180;product=HPr family phosphocarrier protein;protein_id=WP_015338201.1;transl_table=11	1.8246090873119973	15.08190554814709	2.651973852311139	11.420776620873106	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	40886	41287	.	-	0	ID=cds-WP_015338202.1;Parent=gene-RTCIAT899_RS00185;Dbxref=GenBank:WP_015338202.1;Name=WP_015338202.1;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544139.1;locus_tag=RTCIAT899_RS00185;product=PTS sugar transporter subunit IIA;protein_id=WP_015338202.1;transl_table=11	1.879075030216833	12.943426403260561	1.9461115694792817	39.205651086579316	1.2137529723739235	0.0
sense	NC_020059.1	Protein Homology	CDS	41440	41892	.	-	0	ID=cds-WP_015338203.1;Parent=gene-RTCIAT899_RS00190;Dbxref=GenBank:WP_015338203.1;Name=WP_015338203.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338203.1;locus_tag=RTCIAT899_RS00190;product=HPr kinase/phosphorylase;protein_id=WP_015338203.1;transl_table=11	11.67266475724099	20.675195022956608	7.8841893989558	28.99314153201782	3.231315860227267	22.706574514676056
sense	NC_020059.1	Protein Homology	CDS	41901	43694	.	-	0	ID=cds-WP_015338204.1;Parent=gene-RTCIAT899_RS00195;Dbxref=GenBank:WP_015338204.1;Name=WP_015338204.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018494234.1;locus_tag=RTCIAT899_RS00195;product=sensor histidine kinase;protein_id=WP_015338204.1;transl_table=11	0.9932783197201406	8.991135999856919	1.4599374126717486	20.791670258512575	0.5439561815990159	1.5637090688884545
sense	NC_020059.1	Protein Homology	CDS	43800	44531	.	-	0	ID=cds-WP_197923095.1;Parent=gene-RTCIAT899_RS00200;Dbxref=GenBank:WP_197923095.1;Name=WP_197923095.1;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003531999.1;locus_tag=RTCIAT899_RS00200;product=response regulator transcription factor;protein_id=WP_197923095.1;transl_table=11	0.6879673607897695	19.90317043648919	0.6505533329193037	20.095574163503496	0.6665692553201056	5.109825263362271
sense	NC_020059.1	Protein Homology	CDS	44882	46492	.	+	0	ID=cds-WP_015338206.1;Parent=gene-RTCIAT899_RS00205;Dbxref=GenBank:WP_015338206.1;Name=WP_015338206.1;Ontology_term=GO:0006094,GO:0004612;gbkey=CDS;go_function=phosphoenolpyruvate carboxykinase (ATP) activity|0004612||IEA;go_process=gluconeogenesis|0006094||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012650659.1;locus_tag=RTCIAT899_RS00205;product=phosphoenolpyruvate carboxykinase;protein_id=WP_015338206.1;transl_table=11	0.5001535524251881	11.756584101404789	0.7685494122979634	15.326951616590723	0.5451717261389019	1.3930696807378706
sense	NC_020059.1	Protein Homology	CDS	46611	47045	.	+	0	ID=cds-WP_015338207.1;Parent=gene-RTCIAT899_RS00210;Dbxref=GenBank:WP_015338207.1;Name=WP_015338207.1;Ontology_term=GO:0006415,GO:0003747;gbkey=CDS;gene=arfB;go_function=translation release factor activity|0003747||IEA;go_process=translational termination|0006415||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018859433.1;locus_tag=RTCIAT899_RS00210;product=alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB;protein_id=WP_015338207.1;transl_table=11	2.9994514275436095	31.099929371696412	1.0947242291883457	27.77742911467528	1.1216751606765916	0.0
sense	NC_020059.1	Protein Homology	CDS	47332	47940	.	+	0	ID=cds-WP_015338208.1;Parent=gene-RTCIAT899_RS00215;Dbxref=GenBank:WP_015338208.1;Name=WP_015338208.1;Ontology_term=GO:0003676,GO:0008198,GO:0016706;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,ferrous iron binding|0008198||IEA,2-oxoglutarate-dependent dioxygenase activity|0016706||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338208.1;locus_tag=RTCIAT899_RS00215;product=alpha-ketoglutarate-dependent dioxygenase AlkB family protein;protein_id=WP_015338208.1;transl_table=11	6.615331469269114	20.50544793738225	5.4736211459417285	22.428980030483142	0.9347293005638263	6.141858937243322
sense	NC_020059.1	Protein Homology	CDS	47944	48939	.	-	0	ID=cds-WP_015338209.1;Parent=gene-RTCIAT899_RS00220;Dbxref=GenBank:WP_015338209.1;Name=WP_015338209.1;Ontology_term=GO:0015937,GO:0004594;gbkey=CDS;gene=coaA;go_function=pantothenate kinase activity|0004594||IEA;go_process=coenzyme A biosynthetic process|0015937||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127551.1;locus_tag=RTCIAT899_RS00220;product=type I pantothenate kinase;protein_id=WP_015338209.1;transl_table=11	2.7808801149996105	16.28194672755538	1.5937250324529126	31.64793521446764	0.03499201770613289	0.0
